,Usia,gender,gaji,anak
79,54,P,3-5jt,5
80,47,P,3-5jt,4
81,39,P,3-5jt,1
82,57,P,3-5jt,4
83,31,L,3-5jt,0
84,41,L,3-5jt,4
85,38,P,3-5jt,1
86,37,P,3-5jt,0
87,58,L,3-5jt,5
88,33,P,3-5jt,6
89,29,L,3-5jt,0
90,56,P,3-5jt,3
91,48,P,3-5jt,6
92,55,L,3-5jt,3
93,57,L,3-5jt,1
94,33,L,3-5jt,5
95,52,P,3-5jt,6
96,30,L,3-5jt,0
97,59,L,3-5jt,0
98,52,P,3-5jt,2
99,30,P,3-5jt,0
100,50,P,3-5jt,4
101,52,L,3-5jt,2
102,40,L,3-5jt,2
103,51,P,3-5jt,2
104,42,P,3-5jt,3
105,55,L,3-5jt,4
106,38,P,3-5jt,6
107,39,L,3-5jt,6
108,34,P,3-5jt,4
109,59,L,3-5jt,4
110,21,L,3-5jt,0
111,20,L,3-5jt,6
112,38,P,3-5jt,3
113,56,L,3-5jt,5
114,24,L,3-5jt,3
115,48,L,3-5jt,4
116,41,L,3-5jt,4
117,33,L,3-5jt,6
118,38,P,3-5jt,5
119,21,P,3-5jt,6
120,51,P,3-5jt,2
121,23,P,3-5jt,6
122,29,L,3-5jt,4
123,24,L,3-5jt,1
124,51,P,3-5jt,6
125,19,L,3-5jt,4
126,39,L,3-5jt,6
127,32,L,3-5jt,0
128,35,L,3-5jt,2
129,41,L,3-5jt,5
130,56,L,3-5jt,3
131,37,L,3-5jt,2
132,57,P,3-5jt,1
133,49,P,3-5jt,3
134,20,L,3-5jt,3
135,18,L,3-5jt,4
136,17,P,3-5jt,1
137,37,P,3-5jt,3
138,24,P,3-5jt,5
139,20,L,3-5jt,3
140,30,L,3-5jt,6
141,23,L,3-5jt,2
142,21,L,3-5jt,2
143,45,P,3-5jt,0
144,58,L,3-5jt,2
145,46,L,3-5jt,4
146,50,P,3-5jt,3
147,50,L,3-5jt,3
148,18,P,3-5jt,6
149,53,L,3-5jt,1
150,22,P,3-5jt,6
151,46,P,3-5jt,5
152,54,L,3-5jt,2
153,19,P,3-5jt,2
154,58,P,3-5jt,2
155,50,P,3-5jt,0
156,39,L,3-5jt,3
157,53,P,3-5jt,0
158,50,L,3-5jt,3
159,54,L,3-5jt,5
160,27,P,3-5jt,5
161,23,P,3-5jt,4
162,24,P,3-5jt,1
163,31,L,3-5jt,0
164,53,L,3-5jt,3
165,41,P,3-5jt,3
166,51,L,3-5jt,3
167,23,L,3-5jt,1
168,18,P,3-5jt,3
169,40,L,3-5jt,5
170,45,P,3-5jt,3
171,48,L,3-5jt,0
172,57,P,3-5jt,6
173,47,L,3-5jt,2
174,39,L,3-5jt,6
175,56,P,3-5jt,0
176,28,L,3-5jt,0
177,26,L,3-5jt,1
178,42,P,3-5jt,2
179,25,L,3-5jt,5
180,39,L,3-5jt,3
181,43,P,3-5jt,3
182,60,P,3-5jt,0
183,24,L,3-5jt,1
184,50,L,3-5jt,5
185,28,P,3-5jt,1
186,24,L,3-5jt,5
187,32,L,3-5jt,5
188,34,L,3-5jt,5
189,32,P,3-5jt,4
190,40,L,3-5jt,5
191,20,P,3-5jt,3
192,45,P,3-5jt,1
193,59,L,3-5jt,1
194,25,P,3-5jt,1
195,42,P,3-5jt,2
196,17,P,3-5jt,6
197,17,P,3-5jt,1
198,41,L,3-5jt,3
199,52,P,3-5jt,2
200,52,P,3-5jt,6
201,50,P,3-5jt,0
202,45,P,3-5jt,6
203,19,L,3-5jt,4
204,50,L,3-5jt,6
205,42,L,3-5jt,3
206,52,L,3-5jt,1
207,60,P,3-5jt,3
208,30,L,3-5jt,1
209,31,P,3-5jt,0
210,44,L,3-5jt,5
211,21,L,3-5jt,1
212,25,P,3-5jt,0
213,38,P,3-5jt,3
214,44,L,3-5jt,6
215,23,P,3-5jt,2
216,38,P,3-5jt,5
217,59,P,3-5jt,4
218,29,L,3-5jt,4
219,56,L,3-5jt,6
220,50,L,3-5jt,1
221,39,L,3-5jt,6
222,55,L,3-5jt,6
223,46,L,3-5jt,5
224,45,L,3-5jt,0
225,25,P,3-5jt,4
226,31,L,3-5jt,4
227,55,L,3-5jt,6
228,46,L,3-5jt,1
229,59,L,3-5jt,5
230,35,P,3-5jt,3
231,28,L,3-5jt,5
232,29,P,3-5jt,3
233,28,P,3-5jt,3
234,48,P,3-5jt,2
235,49,P,3-5jt,0
236,31,L,3-5jt,2
237,44,L,3-5jt,3
238,29,L,3-5jt,2
239,18,L,3-5jt,4
240,50,P,3-5jt,0
241,32,P,3-5jt,6
242,42,L,3-5jt,4
243,19,P,3-5jt,6
244,43,L,3-5jt,0
245,19,L,3-5jt,5
246,59,P,3-5jt,4
247,40,L,3-5jt,5
248,41,L,3-5jt,6
249,35,P,3-5jt,3
250,21,P,3-5jt,1
251,47,P,3-5jt,4
252,48,P,3-5jt,1
253,35,L,3-5jt,2
254,34,P,3-5jt,3
255,45,P,3-5jt,3
256,44,P,3-5jt,6
257,47,P,3-5jt,1
258,45,P,3-5jt,3
259,49,P,3-5jt,0
260,42,P,3-5jt,4
261,58,L,3-5jt,3
262,37,L,3-5jt,3
263,20,L,3-5jt,3
264,54,P,3-5jt,0
265,30,L,3-5jt,3
266,27,P,3-5jt,3
267,31,L,3-5jt,2
268,25,P,3-5jt,0
269,46,L,3-5jt,4
270,38,L,3-5jt,6
271,28,P,3-5jt,5
272,26,L,3-5jt,5
273,49,P,3-5jt,2
274,21,L,3-5jt,6
275,46,P,3-5jt,4
276,37,P,3-5jt,1
277,38,P,3-5jt,3
278,17,P,3-5jt,5
279,60,P,3-5jt,2
280,33,P,3-5jt,2
281,56,L,3-5jt,3
282,53,P,3-5jt,3
283,37,P,3-5jt,2
284,44,P,3-5jt,0
285,53,L,3-5jt,2
286,44,P,3-5jt,5
287,34,L,3-5jt,4
288,55,L,3-5jt,2
289,50,L,3-5jt,4
290,54,P,3-5jt,2
291,24,P,3-5jt,6
292,60,P,3-5jt,6
293,52,P,3-5jt,6
294,47,P,3-5jt,4
295,37,P,3-5jt,1
296,56,L,3-5jt,0
297,24,P,3-5jt,3
298,45,P,3-5jt,5
299,39,P,3-5jt,0
300,22,L,3-5jt,3
301,29,P,3-5jt,3
302,19,L,3-5jt,4
303,42,P,3-5jt,4
304,33,P,3-5jt,2
305,28,L,3-5jt,1
306,54,L,3-5jt,1
307,28,L,3-5jt,0
308,25,P,3-5jt,0
309,31,L,3-5jt,6
310,44,L,3-5jt,6
311,22,P,3-5jt,0
312,31,L,3-5jt,3
313,46,P,3-5jt,4
314,29,L,3-5jt,1
315,46,L,3-5jt,1
316,35,P,3-5jt,3
317,43,P,3-5jt,0
318,52,L,3-5jt,1
319,22,L,3-5jt,0
320,56,L,3-5jt,3
321,55,L,3-5jt,0
322,22,P,3-5jt,5
323,30,L,3-5jt,6
324,52,L,3-5jt,3
325,46,L,3-5jt,6
326,48,P,3-5jt,6
327,49,P,3-5jt,3
328,24,L,3-5jt,6
329,18,P,3-5jt,6
330,25,P,3-5jt,3
331,38,P,3-5jt,4
332,56,P,3-5jt,5
333,28,P,3-5jt,0
334,58,P,3-5jt,0
335,28,P,3-5jt,6
336,52,L,3-5jt,1
337,28,L,3-5jt,5
338,43,P,3-5jt,3
339,60,P,3-5jt,0
340,56,P,3-5jt,3
341,41,P,3-5jt,1
342,26,L,3-5jt,0
343,43,L,3-5jt,1
344,52,P,3-5jt,4
345,26,P,3-5jt,4
346,58,P,3-5jt,2
347,18,P,3-5jt,4
348,35,P,3-5jt,0
349,51,P,3-5jt,2
350,38,L,3-5jt,2
351,55,L,3-5jt,0
352,41,P,3-5jt,2
353,24,L,3-5jt,3
354,56,L,3-5jt,3
355,27,L,3-5jt,4
356,59,L,3-5jt,1
357,19,P,3-5jt,4
358,17,P,3-5jt,2
359,55,L,3-5jt,2
360,54,L,3-5jt,6
361,44,P,3-5jt,5
362,56,P,3-5jt,3
363,22,L,3-5jt,2
364,31,P,3-5jt,1
365,36,L,3-5jt,3
366,29,L,3-5jt,3
367,39,P,3-5jt,1
368,26,P,3-5jt,3
369,39,L,3-5jt,2
370,34,P,3-5jt,3
371,56,P,3-5jt,5
372,20,P,3-5jt,3
373,25,L,3-5jt,0
374,51,L,3-5jt,4
375,48,L,3-5jt,0
376,48,P,3-5jt,3
377,36,P,3-5jt,2
378,54,P,3-5jt,6
379,18,P,3-5jt,5
380,47,L,3-5jt,0
381,30,L,3-5jt,1
382,20,L,3-5jt,1
383,34,L,3-5jt,4
384,32,L,3-5jt,1
385,37,P,3-5jt,4
386,34,P,3-5jt,1
387,17,P,3-5jt,6
388,56,L,3-5jt,5
389,33,L,3-5jt,3
390,18,P,3-5jt,6
391,32,L,3-5jt,0
392,36,L,3-5jt,6
393,17,L,3-5jt,3
394,24,P,3-5jt,5
395,54,P,3-5jt,4
396,20,L,3-5jt,4
397,38,P,3-5jt,1
398,25,P,3-5jt,3
399,19,L,3-5jt,5
400,37,L,3-5jt,6
401,40,L,3-5jt,2
402,38,L,3-5jt,2
403,45,L,3-5jt,4
404,19,L,3-5jt,5
405,28,P,3-5jt,0
406,33,P,3-5jt,1
407,26,L,3-5jt,3
408,39,P,3-5jt,5
409,27,P,3-5jt,0
410,43,L,3-5jt,6
411,23,P,3-5jt,4
412,30,L,3-5jt,5
413,52,L,3-5jt,6
414,51,P,3-5jt,2
415,31,L,3-5jt,1
416,37,P,3-5jt,2
417,18,L,3-5jt,5
418,60,P,3-5jt,2
419,58,L,3-5jt,2
420,33,P,3-5jt,4
421,44,P,3-5jt,3
422,22,P,3-5jt,4
423,47,P,3-5jt,2
424,53,P,3-5jt,5
425,52,P,3-5jt,1
426,53,P,3-5jt,2
427,25,P,3-5jt,3
428,58,L,3-5jt,1
429,41,P,3-5jt,1
430,35,P,3-5jt,5
431,59,L,3-5jt,2
432,25,L,3-5jt,0
433,50,L,3-5jt,6
434,52,P,3-5jt,6
435,36,P,3-5jt,6
436,20,P,3-5jt,1
437,23,P,3-5jt,3
438,54,L,3-5jt,3
439,39,P,3-5jt,6
440,58,P,3-5jt,1
441,42,L,3-5jt,1
442,28,P,3-5jt,6
443,21,P,3-5jt,0
444,45,L,3-5jt,3
445,56,P,3-5jt,0
446,40,L,3-5jt,4
447,36,L,3-5jt,6
448,60,L,3-5jt,3
449,27,L,3-5jt,1
450,41,P,3-5jt,3
451,46,L,3-5jt,3
452,32,P,3-5jt,0
453,51,L,3-5jt,5
454,55,L,3-5jt,2
455,33,P,3-5jt,6
456,45,P,3-5jt,4
457,39,L,3-5jt,3
458,34,P,3-5jt,5
459,34,L,3-5jt,4
460,40,P,3-5jt,0
461,51,P,3-5jt,5
462,57,L,3-5jt,2
463,42,P,3-5jt,1
464,27,L,3-5jt,5
465,21,L,3-5jt,4
466,22,P,3-5jt,5
467,45,L,3-5jt,3
468,17,L,3-5jt,3
469,53,L,3-5jt,0
470,23,L,3-5jt,2
471,39,L,3-5jt,6
472,46,P,3-5jt,2
473,27,P,3-5jt,1
474,39,L,3-5jt,0
475,38,P,3-5jt,5
476,59,L,3-5jt,4
477,32,P,3-5jt,5
478,26,L,3-5jt,2
479,23,L,3-5jt,2
480,17,L,3-5jt,0
481,58,P,3-5jt,5
482,59,P,3-5jt,1
483,30,L,3-5jt,2
484,50,P,3-5jt,0
485,30,L,3-5jt,2
486,54,L,3-5jt,5
487,32,L,3-5jt,2
488,18,L,3-5jt,5
489,36,P,3-5jt,5
490,39,P,3-5jt,1
491,56,L,3-5jt,4
492,33,L,3-5jt,2
493,37,L,3-5jt,6
494,50,L,3-5jt,5
495,29,L,3-5jt,4
496,58,P,3-5jt,6
497,36,L,3-5jt,5
498,51,L,3-5jt,2
499,52,P,3-5jt,3
500,25,L,3-5jt,2
501,54,P,3-5jt,5
502,21,L,3-5jt,3
503,37,L,3-5jt,6
504,59,P,3-5jt,2
505,59,P,3-5jt,3
506,32,P,3-5jt,0
507,38,P,3-5jt,0
508,56,L,3-5jt,2
509,20,L,3-5jt,1
510,26,P,3-5jt,2
511,30,L,3-5jt,0
512,48,P,3-5jt,2
513,31,P,3-5jt,6
514,21,L,3-5jt,3
515,27,P,3-5jt,6
516,27,P,3-5jt,5
517,32,P,3-5jt,0
518,47,L,3-5jt,0
519,39,P,3-5jt,0
520,17,P,3-5jt,4
521,22,P,3-5jt,0
522,38,L,3-5jt,0
523,54,P,3-5jt,1
524,57,P,3-5jt,1
525,41,L,3-5jt,1
526,24,P,3-5jt,3
527,24,L,3-5jt,6
528,22,L,3-5jt,3
529,43,L,3-5jt,4
530,22,L,3-5jt,1
531,43,P,3-5jt,0
532,36,P,3-5jt,3
533,59,L,3-5jt,1
534,49,P,3-5jt,5
535,30,L,3-5jt,1
536,58,L,3-5jt,5
537,44,L,3-5jt,6
538,35,L,3-5jt,1
539,21,L,3-5jt,5
540,47,L,3-5jt,0
541,40,L,3-5jt,0
542,31,P,3-5jt,3
543,52,L,3-5jt,4
544,47,P,3-5jt,4
545,54,L,3-5jt,0
546,37,P,3-5jt,4
547,24,P,3-5jt,3
548,24,L,3-5jt,1
549,46,L,3-5jt,3
550,50,L,3-5jt,6
551,21,P,3-5jt,3
552,46,P,3-5jt,6
553,29,L,3-5jt,5
554,53,L,3-5jt,6
555,45,P,3-5jt,2
556,28,L,3-5jt,0
557,31,P,3-5jt,4
558,58,P,3-5jt,3
559,47,L,3-5jt,4
560,29,P,3-5jt,5
561,46,P,3-5jt,1
562,23,L,3-5jt,5
563,51,P,3-5jt,4
564,28,P,3-5jt,4
565,28,P,3-5jt,0
566,44,L,3-5jt,2
567,37,P,3-5jt,5
568,39,L,3-5jt,4
569,33,P,3-5jt,2
570,53,L,3-5jt,1
571,57,P,3-5jt,1
572,18,P,3-5jt,4
573,18,L,3-5jt,2
574,44,L,3-5jt,0
575,51,P,3-5jt,2
576,26,L,3-5jt,4
577,41,P,3-5jt,5
578,57,P,3-5jt,5
579,55,L,3-5jt,2
580,28,L,3-5jt,3
581,56,P,3-5jt,2
582,28,P,3-5jt,5
583,38,P,3-5jt,2
584,47,L,3-5jt,2
585,26,L,3-5jt,1
586,17,L,3-5jt,0
587,56,L,3-5jt,4
588,54,L,3-5jt,1
589,40,L,3-5jt,6
590,24,P,3-5jt,6
591,26,P,3-5jt,3
592,54,L,3-5jt,5
593,58,P,3-5jt,5
594,28,P,3-5jt,0
595,40,L,3-5jt,2
596,28,P,3-5jt,3
597,33,L,3-5jt,1
598,47,L,3-5jt,5
599,20,P,3-5jt,3
600,34,L,3-5jt,0
601,18,L,3-5jt,4
602,59,L,3-5jt,3
603,41,P,3-5jt,0
604,27,P,3-5jt,4
605,58,L,3-5jt,1
606,60,L,3-5jt,3
607,28,P,3-5jt,6
608,39,P,3-5jt,2
609,22,L,3-5jt,1
610,42,L,3-5jt,1
611,20,P,3-5jt,1
612,51,P,3-5jt,1
613,33,L,3-5jt,5
614,34,L,3-5jt,2
615,47,L,3-5jt,4
616,43,L,3-5jt,6
617,28,P,3-5jt,5
618,34,L,3-5jt,4
619,27,L,3-5jt,5
620,37,P,3-5jt,1
621,45,P,3-5jt,4
622,20,P,3-5jt,0
623,51,L,3-5jt,0
624,28,P,3-5jt,6
625,25,P,3-5jt,4
626,17,L,3-5jt,3
627,34,P,3-5jt,1
628,50,L,3-5jt,1
629,45,L,3-5jt,3
630,59,P,3-5jt,1
631,23,L,3-5jt,0
632,18,P,3-5jt,3
633,36,L,3-5jt,6
634,55,P,3-5jt,0
635,41,L,3-5jt,3
636,59,L,3-5jt,0
637,42,P,3-5jt,0
638,56,L,3-5jt,0
639,42,P,3-5jt,5
640,31,P,3-5jt,3
641,60,L,3-5jt,2
642,50,P,3-5jt,1
643,25,P,3-5jt,1
644,57,P,3-5jt,2
645,40,L,3-5jt,3
646,47,P,3-5jt,4
647,34,L,3-5jt,6
648,18,P,3-5jt,4
649,21,P,3-5jt,6
650,40,P,3-5jt,0
651,53,P,3-5jt,5
652,49,P,3-5jt,5
653,42,L,3-5jt,1
654,18,P,3-5jt,3
655,25,L,3-5jt,5
656,46,P,3-5jt,5
657,31,P,3-5jt,1
658,30,P,3-5jt,1
659,54,P,3-5jt,1
660,54,L,3-5jt,3
661,23,P,3-5jt,5
662,39,L,3-5jt,1
663,29,L,3-5jt,2
664,57,P,3-5jt,2
665,46,P,3-5jt,5
666,43,L,3-5jt,2
667,53,L,3-5jt,0
668,30,P,3-5jt,0
669,35,L,3-5jt,5
670,35,L,3-5jt,1
671,47,L,3-5jt,1
672,43,P,3-5jt,6
673,37,P,3-5jt,4
674,38,P,3-5jt,4
675,35,P,3-5jt,1
676,34,L,3-5jt,2
677,21,L,3-5jt,2
678,36,L,3-5jt,6
679,34,L,3-5jt,4
680,57,L,3-5jt,3
681,39,L,3-5jt,2
682,28,P,3-5jt,4
683,28,P,3-5jt,6
684,28,L,3-5jt,1
685,28,P,3-5jt,4
686,44,P,3-5jt,5
687,19,L,3-5jt,2
688,17,L,3-5jt,0
689,34,L,3-5jt,3
690,52,L,3-5jt,2
691,44,P,3-5jt,5
692,21,L,3-5jt,5
693,29,P,3-5jt,4
694,32,L,3-5jt,5
695,58,P,3-5jt,5
696,31,L,3-5jt,5
697,30,P,3-5jt,2
698,57,P,3-5jt,6
699,58,L,3-5jt,0
700,48,L,3-5jt,1
701,38,P,3-5jt,3
702,50,L,3-5jt,0
703,32,P,3-5jt,0
704,34,P,3-5jt,3
705,25,L,3-5jt,3
706,53,P,3-5jt,1
707,35,L,3-5jt,0
708,33,P,3-5jt,0
709,41,P,3-5jt,3
710,37,P,3-5jt,4
711,48,L,3-5jt,2
712,34,L,3-5jt,4
713,37,L,3-5jt,3
714,46,L,3-5jt,4
715,56,P,3-5jt,5
716,56,L,3-5jt,5
717,55,P,3-5jt,3
718,21,P,3-5jt,0
719,22,L,3-5jt,5
720,56,L,3-5jt,2
721,51,L,3-5jt,1
722,36,L,3-5jt,3
723,43,L,3-5jt,4
724,30,P,3-5jt,2
725,42,P,3-5jt,2
726,18,P,3-5jt,1
727,53,P,3-5jt,1
728,45,L,3-5jt,4
729,52,P,3-5jt,0
730,47,P,3-5jt,1
731,20,P,3-5jt,1
732,50,P,3-5jt,1
733,33,P,3-5jt,4
734,41,P,3-5jt,6
735,27,P,3-5jt,6
736,56,L,3-5jt,2
737,17,L,3-5jt,2
738,38,L,3-5jt,2
739,45,L,3-5jt,2
740,41,P,3-5jt,2
741,31,L,3-5jt,1
742,43,P,3-5jt,4
743,21,P,3-5jt,4
744,28,P,3-5jt,3
745,48,L,3-5jt,3
746,51,L,3-5jt,2
747,49,L,3-5jt,0
748,48,P,3-5jt,6
749,30,P,3-5jt,4
750,19,L,3-5jt,3
751,58,L,3-5jt,1
752,42,L,3-5jt,4
753,45,L,3-5jt,4
754,44,P,3-5jt,0
755,36,P,3-5jt,3
756,49,P,3-5jt,5
757,55,P,3-5jt,6
758,35,P,3-5jt,6
759,19,P,3-5jt,3
760,40,P,3-5jt,0
761,58,L,3-5jt,0
762,42,L,3-5jt,1
763,37,P,3-5jt,6
764,23,L,3-5jt,6
765,53,P,3-5jt,6
766,27,P,3-5jt,2
767,28,L,3-5jt,6
768,30,L,3-5jt,2
769,42,L,3-5jt,2
770,22,P,3-5jt,5
771,38,L,3-5jt,6
772,37,P,3-5jt,0
773,17,P,3-5jt,3
774,57,P,3-5jt,5
775,60,P,3-5jt,3
776,17,P,3-5jt,1
777,52,L,3-5jt,2
778,26,L,3-5jt,6
779,25,L,3-5jt,3
780,55,L,3-5jt,6
781,59,L,3-5jt,3
782,35,L,3-5jt,2
783,35,L,3-5jt,5
784,39,P,3-5jt,2
785,27,L,3-5jt,6
786,35,L,3-5jt,0
787,54,P,3-5jt,2
788,26,P,3-5jt,0
789,18,P,3-5jt,5
790,43,P,3-5jt,0
791,58,L,3-5jt,5
792,19,L,3-5jt,4
793,23,L,3-5jt,6
794,59,L,3-5jt,3
795,23,L,3-5jt,4
796,21,P,3-5jt,1
797,40,P,3-5jt,4
798,20,P,3-5jt,1
799,54,P,3-5jt,1
800,54,L,3-5jt,5
801,27,P,3-5jt,4
802,54,P,3-5jt,5
803,42,L,3-5jt,6
804,48,P,3-5jt,1
805,36,P,3-5jt,0
806,23,P,3-5jt,2
807,30,L,3-5jt,4
808,55,P,3-5jt,5
809,43,P,3-5jt,0
810,59,L,3-5jt,5
811,38,L,3-5jt,3
812,24,P,3-5jt,2
813,60,P,3-5jt,4
814,49,L,3-5jt,0
815,42,L,3-5jt,5
816,48,L,3-5jt,1
817,48,P,3-5jt,0
818,55,P,3-5jt,5
819,52,P,3-5jt,2
820,31,P,3-5jt,2
821,60,P,3-5jt,4
822,21,L,3-5jt,0
823,42,L,3-5jt,1
824,44,L,3-5jt,0
825,31,P,3-5jt,3
826,60,L,3-5jt,2
827,39,P,3-5jt,0
828,58,L,3-5jt,3
829,33,P,3-5jt,2
830,51,P,3-5jt,1
831,43,L,3-5jt,6
832,27,P,3-5jt,5
833,36,P,3-5jt,0
834,56,L,3-5jt,5
835,18,L,3-5jt,6
836,56,P,3-5jt,2
837,17,P,3-5jt,3
838,29,P,3-5jt,1
839,43,L,3-5jt,3
840,40,L,3-5jt,0
841,24,P,3-5jt,4
842,40,P,3-5jt,3
843,48,P,3-5jt,5
844,24,P,3-5jt,1
845,41,P,3-5jt,6
846,53,L,3-5jt,2
847,23,P,3-5jt,3
848,59,L,3-5jt,1
849,40,P,3-5jt,1
850,36,P,3-5jt,5
851,46,L,3-5jt,4
852,30,P,3-5jt,2
853,46,P,3-5jt,5
854,43,P,3-5jt,1
855,18,L,3-5jt,2
856,40,P,3-5jt,5
857,34,L,3-5jt,3
858,57,P,3-5jt,6
859,55,L,3-5jt,6
860,24,L,3-5jt,1
861,56,L,3-5jt,4
862,18,P,3-5jt,3
863,50,L,3-5jt,5
864,21,L,3-5jt,0
865,53,P,3-5jt,3
866,51,L,3-5jt,4
867,54,P,3-5jt,6
868,59,P,3-5jt,1
869,56,L,3-5jt,5
870,51,P,3-5jt,6
871,59,L,3-5jt,0
872,18,L,3-5jt,4
873,37,L,3-5jt,6
874,59,L,3-5jt,2
875,24,L,3-5jt,5
876,26,L,3-5jt,1
877,42,L,3-5jt,2
878,33,P,3-5jt,6
879,20,L,3-5jt,1
880,39,P,3-5jt,1
881,51,L,3-5jt,2
882,55,P,3-5jt,1
883,32,L,3-5jt,6
884,28,P,3-5jt,2
885,57,P,3-5jt,6
886,55,L,3-5jt,4
887,45,P,3-5jt,2
888,51,L,3-5jt,5
889,60,L,3-5jt,5
890,50,P,3-5jt,0
891,24,P,3-5jt,0
892,19,L,3-5jt,4
893,20,L,3-5jt,1
894,44,P,3-5jt,2
895,45,P,3-5jt,4
896,49,L,3-5jt,2
897,31,P,3-5jt,5
898,39,P,3-5jt,0
899,19,P,3-5jt,0
900,56,L,3-5jt,1
901,39,L,3-5jt,5
902,26,P,3-5jt,6
903,32,P,3-5jt,0
904,60,P,3-5jt,5
905,32,P,3-5jt,5
906,52,L,3-5jt,2
907,58,L,3-5jt,6
908,49,L,3-5jt,4
909,21,P,3-5jt,4
910,48,L,3-5jt,4
911,34,L,3-5jt,1
912,23,P,3-5jt,4
913,37,L,3-5jt,2
914,23,P,3-5jt,3
915,32,P,3-5jt,6
916,37,L,3-5jt,1
917,59,L,3-5jt,5
918,20,P,3-5jt,0
919,46,P,3-5jt,4
920,60,L,3-5jt,2
921,28,P,3-5jt,5
922,31,L,3-5jt,3
923,46,P,3-5jt,2
924,29,P,3-5jt,2
925,17,P,3-5jt,0
926,18,L,3-5jt,0
927,58,L,3-5jt,5
928,48,P,3-5jt,0
929,26,P,3-5jt,4
930,47,L,3-5jt,0
931,50,P,3-5jt,5
932,44,L,3-5jt,3
933,18,L,3-5jt,4
934,32,P,3-5jt,0
935,33,L,3-5jt,6
936,59,P,3-5jt,6
937,39,L,3-5jt,6
938,49,L,3-5jt,3
939,17,L,3-5jt,2
940,26,L,3-5jt,5
941,45,L,3-5jt,4
942,58,P,3-5jt,6
943,48,L,3-5jt,0
944,24,L,3-5jt,5
945,33,L,3-5jt,0
946,21,P,3-5jt,0
947,17,P,3-5jt,1
948,54,P,3-5jt,0
949,53,L,3-5jt,5
950,55,L,3-5jt,1
951,58,P,3-5jt,3
952,52,P,3-5jt,1
953,47,L,3-5jt,6
954,31,P,3-5jt,5
955,28,P,3-5jt,1
956,25,L,3-5jt,0
957,20,L,3-5jt,3
958,20,P,3-5jt,1
959,49,P,3-5jt,0
960,55,L,3-5jt,2
961,46,P,3-5jt,5
962,28,P,3-5jt,2
963,48,L,3-5jt,5
964,52,L,3-5jt,4
965,49,L,3-5jt,5
966,39,P,3-5jt,3
967,51,L,3-5jt,5
968,39,L,3-5jt,4
969,35,L,3-5jt,3
970,22,L,3-5jt,0
971,53,L,3-5jt,4
972,18,L,3-5jt,5
973,40,P,3-5jt,2
974,52,P,3-5jt,2
975,25,P,3-5jt,2
976,30,L,3-5jt,3
977,57,L,3-5jt,3
978,48,P,3-5jt,5
979,19,L,3-5jt,5
980,37,P,3-5jt,6
981,42,P,3-5jt,0
982,44,L,3-5jt,4
983,20,P,3-5jt,1
984,60,P,3-5jt,6
985,30,L,3-5jt,5
986,28,L,3-5jt,2
987,57,L,3-5jt,6
988,39,L,3-5jt,4
989,55,L,3-5jt,3
990,57,P,3-5jt,0
991,37,L,3-5jt,4
992,29,P,3-5jt,0
993,19,P,3-5jt,5
994,46,L,3-5jt,6
995,29,P,3-5jt,5
996,49,L,3-5jt,3
